140	1	73	289	480	339	473
140	2	63	240	367	68	175
140	3	56	60	177	143	296
141	1	73	294	482	344	469
141	2	73	189	330	314	441
141	3	63	245	377	60	179
141	4	56	71	183	137	302
142	1	63	243	382	60	182
142	2	60	48	589	102	458
142	3	56	68	184	137	306
143	1	63	235	376	58	184
143	2	60	48	591	38	459
143	3	56	57	176	140	307
144	1	73	313	509	361	475
144	2	63	231	371	57	190
144	3	62	532	639	5	207
144	4	60	48	574	43	449
144	5	56	51	170	141	318
145	1	73	323	520	363	473
145	2	63	229	371	65	192
145	3	60	56	581	50	444
145	4	56	50	166	147	321
146	1	73	330	535	362	473
146	2	73	194	368	335	467
146	3	63	228	371	63	193
146	4	60	59	577	59	433
146	5	56	47	168	147	324
147	1	73	204	375	337	469
147	2	73	355	552	368	469
147	3	63	230	371	62	196
147	4	56	48	168	151	338
148	1	73	365	562	370	471
148	2	73	212	388	340	470
148	3	63	230	371	60	196
148	4	63	359	496	51	219
148	5	63	189	280	47	91
148	6	60	66	599	51	442
148	7	56	46	169	152	341
149	1	73	375	577	373	471
149	2	73	214	392	338	473
149	3	63	229	371	57	197
149	4	63	340	518	15	196
149	5	60	63	604	46	445
149	6	56	40	168	152	342
150	1	73	227	401	352	478
150	2	73	391	579	374	471
150	3	63	228	369	56	204
150	4	60	94	622	54	446
150	5	56	38	169	157	349
151	1	73	236	416	352	478
151	2	73	404	607	380	469
151	3	63	232	376	56	210
151	4	62	142	277	1	30
151	5	60	89	630	44	452
151	6	56	40	171	158	350
152	1	73	242	424	351	479
152	2	73	419	611	388	471
152	3	63	231	381	54	209
152	4	60	88	631	49	449
152	5	56	42	171	156	351
153	1	73	250	425	355	476
153	2	73	427	620	396	471
153	3	63	234	386	57	212
153	4	62	143	277	1	30
153	5	56	41	171	158	356
154	1	73	253	450	363	476
154	2	63	237	390	60	216
154	3	62	140	278	0	31
154	4	60	102	634	57	437
154	5	56	45	173	162	357
155	1	73	270	458	359	474
155	2	63	241	397	65	212
155	3	62	142	278	0	31
155	4	56	52	180	162	354
156	1	73	269	472	340	467
156	2	63	248	402	51	202
156	3	63	178	279	46	79
156	4	60	107	639	51	445
156	5	56	57	181	148	342
156	6	56	43	89	18	83
157	1	73	280	486	332	465
157	2	63	243	412	29	186
157	3	63	384	551	8	206
157	4	63	178	279	31	65
157	5	60	118	638	41	453
157	6	56	62	190	131	340
158	1	73	293	481	326	455
158	2	63	241	406	17	180
158	3	63	384	552	5	200
158	4	60	113	639	44	450
158	5	56	57	183	126	331
159	1	73	298	501	314	462
159	2	63	241	404	8	166
159	3	63	380	546	8	184
159	4	60	106	639	46	447
159	5	56	54	181	118	321
160	1	73	304	508	298	453
160	2	73	497	639	328	469
160	3	63	234	405	1	157
160	4	63	382	534	17	168
160	5	60	113	638	44	438
160	6	56	49	179	105	313
161	1	73	510	639	310	450
161	2	73	302	512	280	420
161	3	63	227	400	0	129
161	4	63	382	523	15	147
161	5	60	120	634	34	442
161	6	56	42	173	90	302
162	1	73	506	639	282	413
162	2	73	312	516	260	403
162	3	63	222	390	1	121
162	4	60	116	639	25	442
162	5	56	29	185	70	290
163	1	73	311	523	235	377
163	2	73	517	639	262	378
163	3	63	215	366	5	106
163	4	60	116	639	15	441
163	5	56	17	187	38	270
164	1	73	317	525	217	355
164	2	60	131	637	19	434
165	1	73	329	525	194	318
165	2	60	144	626	26	429
166	1	73	333	535	175	306
166	2	60	163	612	23	437
167	1	73	353	554	154	292
168	1	73	351	559	132	263
168	2	73	556	638	117	247
168	3	60	146	639	0	458
169	1	73	352	572	113	246
170	1	73	359	576	92	210
171	1	73	378	590	69	192
176	1	73	476	639	99	216
176	2	56	34	287	9	265
177	1	73	496	637	115	247
177	2	56	46	300	18	277
178	1	73	515	639	125	246
178	2	56	52	297	23	281
179	1	73	517	639	126	249
179	2	56	44	312	40	313
180	1	73	511	639	131	257
180	2	56	35	322	50	307
181	1	73	506	639	125	251
181	2	56	12	317	48	312
182	1	73	504	637	116	241
183	1	73	504	638	109	235
184	1	73	507	638	112	241
185	1	73	504	636	112	243
185	2	56	0	359	11	470
186	1	73	494	635	111	250
187	1	73	485	634	111	249
187	2	56	10	323	91	461
188	1	73	481	635	106	251
188	2	56	38	318	105	457
189	1	73	480	635	103	255
189	2	56	21	324	115	460
190	1	73	475	636	100	260
191	1	73	474	636	99	265
192	1	73	462	637	108	257
193	1	73	453	638	96	262
194	1	73	451	639	102	265
195	1	73	442	632	115	276
195	2	63	5	175	8	146
196	1	73	438	631	112	281
196	2	63	3	162	0	134
197	1	73	428	630	124	285
197	2	63	3	154	10	155
198	1	73	419	623	146	299
198	2	63	3	153	4	172
199	1	73	419	626	149	309
199	2	63	3	155	0	182
200	1	73	415	618	169	314
200	2	63	1	154	0	199
201	1	73	408	612	181	334
201	2	63	1	154	0	217
202	1	73	410	610	201	343
202	2	63	1	164	9	239
203	1	73	416	612	208	353
203	2	63	3	172	15	247
204	1	73	420	618	221	358
204	2	63	3	176	45	259
205	1	73	423	620	223	359
205	2	63	4	179	57	257
205	3	63	124	326	0	158
206	1	73	427	618	228	361
206	2	63	12	193	70	284
207	1	73	424	615	237	366
207	2	63	2	186	91	297
207	3	63	105	328	0	171
208	1	73	417	607	242	366
208	2	63	4	177	100	306
208	3	63	94	324	0	172
209	1	73	413	596	246	365
209	2	63	1	169	106	305
209	3	63	73	299	5	179
210	1	73	409	591	236	362
210	2	64	289	330	49	89
210	3	63	66	295	6	177
210	4	63	0	164	117	286
210	5	41	457	508	0	75
211	1	73	395	573	233	360
211	2	64	276	318	48	90
211	3	63	1	150	111	335
211	4	63	45	290	5	167
212	1	73	381	561	240	359
212	2	73	499	606	68	146
212	3	64	258	299	52	91
212	4	63	3	130	122	331
212	5	63	33	282	7	169
213	1	73	378	537	240	354
213	2	64	245	287	57	95
213	3	63	0	122	126	331
213	4	63	8	263	3	192
214	1	73	374	536	238	355
214	2	63	10	261	10	201
214	3	63	0	120	120	333
214	4	60	29	611	13	462
215	1	73	392	551	246	357
215	2	64	242	283	60	102
215	3	63	3	128	134	328
216	1	73	421	607	237	357
216	2	63	2	167	133	345
217	1	1	282	454	140	273
220	1	63	187	341	135	272
220	2	63	213	454	3	210
221	1	63	204	376	153	321
222	1	63	285	548	11	210
222	2	63	247	409	167	316
222	3	63	242	400	234	358
223	1	63	271	433	168	382
223	2	63	320	576	14	250
224	1	63	255	450	187	412
224	2	63	343	603	38	270
224	3	62	1	71	164	348
225	1	66	18	160	312	442
225	2	63	351	611	61	289
225	3	63	285	449	210	431
225	4	62	2	75	179	372
226	1	66	17	169	320	453
226	2	63	273	470	221	458
226	3	63	358	616	80	311
226	4	62	2	83	184	378
227	1	63	35	177	331	461
227	2	63	290	475	250	459
227	3	63	373	627	98	345
227	4	63	397	468	56	119
227	5	62	0	91	211	394
228	1	66	42	183	326	460
228	2	63	304	494	232	472
228	3	63	389	635	93	318
228	4	63	402	469	58	120
228	5	62	0	106	212	388
229	1	66	46	199	336	465
229	2	63	304	497	245	466
229	3	63	401	632	108	356
229	4	63	420	489	63	123
229	5	63	481	639	30	135
229	6	62	0	110	216	394
230	1	63	50	199	355	474
230	2	63	305	502	259	479
230	3	63	404	634	113	356
230	4	63	421	495	67	131
230	5	63	492	639	31	139
230	6	62	1	110	219	391
231	1	67	296	358	216	255
231	2	63	48	200	358	476
231	3	63	299	507	265	479
231	4	63	403	636	117	360
231	5	63	426	497	78	146
231	6	62	0	111	226	415
232	1	67	294	358	230	266
232	2	66	41	190	361	479
232	3	63	322	498	282	479
232	4	63	409	633	154	314
232	5	63	501	637	68	149
232	6	63	426	496	89	154
232	7	62	0	109	237	419
233	1	67	295	358	235	278
233	2	66	43	183	385	477
233	3	63	334	505	303	464
233	4	63	408	635	164	332
233	5	63	427	496	103	171
233	6	62	1	109	244	421
234	1	66	44	191	403	478
234	2	63	341	519	326	473
234	3	63	417	639	177	411
234	4	63	433	512	118	190
234	5	63	506	633	106	188
234	6	62	0	113	263	440
235	1	66	57	197	402	479
235	2	63	342	530	329	476
235	3	63	422	639	180	427
235	4	63	440	514	129	193
235	5	63	510	635	116	194
235	6	62	0	118	265	444
236	1	67	311	380	263	305
236	2	63	372	545	335	471
236	3	63	428	638	191	358
236	4	63	449	521	130	194
236	5	63	521	638	113	195
236	6	62	0	131	265	471
237	1	67	326	392	272	315
237	2	66	68	217	417	478
237	3	63	381	553	350	479
237	4	63	458	540	136	201
237	5	63	530	639	116	201
237	6	63	435	631	200	355
237	7	62	1	143	281	465
238	1	63	395	562	355	477
238	2	63	470	549	141	203
238	3	63	453	639	203	359
238	4	63	545	639	121	203
238	5	62	4	148	283	472
239	1	63	396	574	353	479
239	2	63	470	635	203	362
239	3	63	485	560	142	202
239	4	62	4	156	285	470
240	1	67	354	428	272	313
240	2	66	108	250	409	479
240	3	63	412	599	350	479
240	4	63	481	635	199	356
240	5	63	502	572	137	197
240	6	63	577	639	117	198
240	7	62	4	166	270	474
241	1	67	360	431	272	314
241	2	66	114	257	408	479
241	3	63	418	598	350	479
241	4	63	484	635	199	358
241	5	63	504	593	125	199
241	6	63	581	639	118	198
241	7	62	3	176	267	474
242	1	63	419	601	352	479
242	2	63	488	637	197	357
242	3	63	509	601	127	199
242	4	63	119	261	408	479
242	5	56	594	639	120	198
242	6	62	4	178	268	473
243	1	67	370	444	274	314
243	2	66	120	257	404	479
243	3	63	421	603	353	479
243	4	63	490	637	194	358
243	5	63	515	601	130	197
243	6	63	597	639	120	196
243	7	62	2	181	265	469
244	1	67	374	449	275	315
244	2	66	123	263	407	479
244	3	63	431	612	351	479
244	4	63	509	636	187	363
244	5	63	526	615	135	202
244	6	63	601	639	122	198
244	7	62	1	185	270	465
245	1	63	517	635	188	361
245	2	63	437	627	345	470
245	3	63	531	629	122	200
245	4	63	129	273	408	479
245	5	62	7	198	270	467
246	1	63	528	637	198	360
246	2	63	543	631	139	207
246	3	63	451	637	354	479
246	4	62	12	206	277	461
247	1	67	398	471	288	329
247	2	66	138	276	414	479
247	3	63	556	639	148	214
247	4	63	533	639	202	365
247	5	63	455	635	355	479
247	6	62	5	207	273	465
248	1	63	530	638	213	382
248	2	63	553	636	143	221
248	3	63	437	625	360	479
248	4	62	9	200	276	467
249	1	63	517	634	213	396
249	2	63	424	605	381	474
249	3	63	543	624	163	235
249	4	62	10	197	284	470
250	1	63	516	634	234	415
250	2	63	536	624	172	250
250	3	63	427	609	389	476
250	4	63	611	639	173	250
250	5	62	3	184	287	476
251	1	67	388	461	320	362
251	2	63	523	636	240	415
251	3	63	440	625	389	478
251	4	63	549	638	181	260
251	5	62	10	199	294	472
252	1	63	535	637	240	409
252	2	63	436	627	388	478
252	3	63	557	638	189	251
252	4	62	5	205	287	470
253	1	63	536	638	239	404
253	2	63	561	637	184	251
253	3	63	444	626	383	478
253	4	62	7	209	286	468
254	1	63	535	639	225	392
254	2	63	460	631	381	476
254	3	63	568	635	177	245
254	4	62	9	216	290	467
255	1	63	554	637	224	391
255	2	63	470	632	376	478
255	3	62	6	242	274	471
256	1	67	435	507	296	338
256	2	63	574	639	220	383
256	3	63	486	632	364	479
256	4	62	18	258	270	471
257	1	63	509	631	361	479
257	2	63	583	639	200	367
257	3	62	48	261	279	463
258	1	63	516	631	361	479
258	2	62	66	269	263	446
259	1	63	516	634	357	479
259	2	62	84	280	256	442
260	1	63	537	638	361	474
260	2	62	96	287	256	438
261	1	63	550	637	359	478
261	2	63	235	402	380	478
261	3	62	105	306	253	422
262	1	63	560	636	358	477
262	2	62	115	314	246	420
263	1	62	135	321	243	424
263	2	62	571	639	362	479
264	1	62	143	331	247	425
265	1	62	156	347	265	419
266	1	67	554	635	302	352
266	2	66	281	412	408	479
266	3	62	164	351	267	422
267	1	62	165	353	273	421
268	1	62	163	352	271	417
269	1	62	159	350	271	415
270	1	66	276	402	402	479
270	2	62	161	353	266	410
271	1	66	274	401	387	470
271	2	62	156	351	260	400
272	1	66	273	394	383	462
272	2	62	158	344	251	389
273	1	67	537	627	272	325
273	2	66	269	389	367	445
273	3	62	160	340	236	374
274	1	66	259	388	359	439
274	2	63	533	639	356	476
274	3	62	153	328	223	381
275	1	66	257	387	358	429
275	2	63	499	631	351	479
275	3	62	147	324	218	377
276	1	66	255	376	343	422
276	2	65	525	600	252	293
276	3	63	489	637	336	470
276	4	62	144	319	210	374
277	1	66	248	368	338	418
277	2	63	487	639	321	470
277	3	62	135	312	206	365
278	1	66	234	363	333	413
278	2	63	486	635	308	465
278	3	62	113	311	204	360
279	1	66	225	343	314	397
279	2	63	413	639	302	469
279	3	62	101	300	195	346
280	1	66	211	335	306	381
280	2	63	407	638	273	479
280	3	62	85	285	173	333
281	1	66	195	317	289	374
281	2	63	402	639	262	475
281	3	62	66	267	165	324
281	4	62	605	639	118	287
282	1	66	420	617	338	465
282	2	63	390	639	240	474
282	3	62	45	263	155	318
283	1	66	165	288	261	345
283	2	66	409	591	326	449
283	3	63	382	624	228	464
283	4	62	23	240	131	308
284	1	66	148	268	256	337
284	2	66	387	551	315	425
284	3	63	350	604	200	455
284	4	62	12	221	134	306
285	1	66	361	544	295	407
285	2	63	330	584	192	418
285	3	63	515	639	47	267
285	4	62	10	202	118	281
286	1	66	340	501	283	391
286	2	63	299	554	181	402
286	3	63	485	636	33	254
286	4	62	3	165	103	292
287	1	66	303	472	267	370
287	2	63	284	531	156	395
287	3	63	290	482	241	370
287	4	62	2	150	91	274
288	1	66	286	458	238	361
288	2	63	252	481	149	365
288	3	62	0	114	84	264
289	1	63	263	444	144	350
290	1	63	204	421	122	355
291	1	63	164	391	117	340
292	1	63	194	353	122	333
292	2	63	290	548	5	205
293	1	63	278	495	1	172
293	2	63	173	334	150	313
294	1	63	154	314	105	310
294	2	63	255	473	4	172
295	1	67	125	198	56	97
295	2	63	110	310	91	318
295	3	63	238	462	3	179
296	1	63	103	306	86	313
296	2	63	224	448	0	178
296	3	56	44	184	418	476
297	1	63	103	303	80	307
297	2	63	218	450	0	171
297	3	56	33	223	413	477
298	1	63	207	434	0	172
298	2	63	116	292	84	301
298	3	56	42	188	412	478
299	1	63	95	281	83	298
299	2	63	199	428	0	168
300	1	64	90	162	37	80
300	2	63	100	278	74	293
300	3	63	200	428	0	162
301	1	63	76	283	61	282
301	2	63	199	428	0	133
302	1	73	553	637	176	332
302	2	63	197	423	0	135
302	3	63	70	274	58	284
303	1	73	536	639	175	328
303	2	66	258	401	79	133
303	3	63	74	274	47	275
303	4	63	198	415	0	130
304	1	73	536	639	176	326
304	2	66	255	400	77	129
304	3	63	72	274	47	268
304	4	63	206	412	0	129
305	1	73	533	637	179	321
305	2	66	253	401	72	125
305	3	63	69	273	41	264
305	4	63	208	410	0	127
306	1	73	521	639	173	308
306	2	63	79	263	46	256
306	3	63	211	409	0	125
307	1	73	513	639	167	315
307	2	66	247	406	72	119
307	3	63	74	262	43	254
307	4	63	217	405	0	126
308	1	73	503	639	158	321
308	2	63	62	254	41	259
308	3	63	200	410	1	107
309	1	73	493	639	177	322
309	2	66	239	381	75	128
309	3	63	61	249	45	253
309	4	63	225	387	9	140
310	1	73	487	635	185	323
310	2	66	238	377	82	130
310	3	64	387	430	134	168
310	4	63	41	245	53	252
310	5	63	221	386	6	140
311	1	73	471	635	186	323
311	2	63	38	240	54	252
311	3	63	190	379	0	148
312	1	73	465	629	188	324
312	2	63	42	237	52	249
312	3	63	197	370	0	147
313	1	73	445	629	191	324
313	2	63	34	230	53	245
313	3	63	195	370	0	148
314	1	73	433	633	195	346
314	2	66	214	357	86	133
314	3	63	29	221	51	246
314	4	63	191	357	0	151
315	1	73	417	622	210	349
315	2	66	209	351	86	137
315	3	66	529	639	90	266
315	4	63	26	217	55	241
315	5	63	183	353	0	155
316	1	73	411	610	220	350
316	2	66	204	353	86	137
316	3	63	23	214	51	240
316	4	63	180	350	0	156
317	1	73	400	603	228	354
317	2	66	202	355	92	147
317	3	63	26	214	54	240
317	4	63	184	348	0	158
318	1	73	397	595	236	357
318	2	66	204	350	92	149
318	3	64	336	372	159	194
318	4	63	28	213	54	239
318	5	63	188	345	0	158
318	6	62	184	350	0	123
319	1	73	389	571	242	355
319	2	66	202	349	92	152
319	3	64	337	369	164	195
319	4	63	29	212	53	237
319	5	63	190	346	2	161
320	1	73	380	566	251	354
320	2	66	204	350	91	155
320	3	63	33	213	53	236
320	4	63	188	345	0	166
321	1	73	379	553	261	356
321	2	63	34	217	51	239
321	3	63	189	360	0	171
322	1	73	381	545	269	363
322	2	63	40	224	54	236
322	3	63	195	368	0	169
323	1	73	378	543	268	365
323	2	63	49	232	56	233
323	3	63	203	369	0	165
323	4	56	0	211	211	469
324	1	73	380	537	270	366
324	2	63	63	242	47	232
324	3	63	228	375	0	170
324	4	56	0	211	215	470
325	1	73	373	536	274	366
325	2	63	76	249	47	230
325	3	63	236	384	0	176
325	4	56	2	208	215	465
326	1	63	80	253	48	223
326	2	63	239	387	0	176
326	3	56	3	204	211	461
327	1	63	78	255	48	221
327	2	63	242	386	0	176
327	3	56	0	207	215	461
328	1	63	85	261	46	228
328	2	63	239	386	0	178
328	3	56	1	186	204	464
329	1	63	98	268	51	229
329	2	63	248	391	0	179
329	3	62	262	392	0	165
329	4	56	6	181	194	464
330	1	73	354	516	298	392
330	2	63	105	278	60	236
330	3	56	9	195	200	461
331	1	73	354	509	308	402
331	2	63	122	280	69	239
331	3	62	1	60	2	104
331	4	56	2	187	220	465
332	1	73	488	637	259	404
332	2	63	121	281	77	244
332	3	62	274	406	0	207
332	4	62	2	66	3	111
332	5	56	5	178	211	464
333	1	73	487	636	281	414
333	2	73	334	503	331	434
333	3	63	126	282	94	254
333	4	62	292	406	0	212
333	5	56	4	177	213	466
334	1	63	126	286	98	260
334	2	62	2	84	1	125
334	3	62	292	409	0	215
334	4	56	7	169	235	471
335	1	73	480	639	303	440
335	2	73	322	495	349	453
335	3	63	131	289	105	262
335	4	62	297	413	0	217
335	5	62	0	93	5	122
335	6	56	6	165	238	469
336	1	73	476	639	308	454
336	2	63	136	292	112	266
336	3	62	301	419	9	234
336	4	62	0	106	3	141
336	5	62	428	577	0	150
336	6	56	5	159	238	468
337	1	63	134	294	112	270
337	2	63	467	639	318	454
337	3	62	305	417	14	234
337	4	62	0	109	5	140
337	5	62	433	582	0	171
337	6	56	0	151	239	470
338	1	66	284	390	164	236
338	2	63	136	292	114	267
338	3	63	457	637	324	460
338	4	62	306	417	14	234
338	5	62	436	587	0	172
338	6	62	0	114	5	141
338	7	56	0	129	245	459
339	1	73	299	457	367	468
339	2	73	452	639	319	465
339	3	63	138	291	114	266
339	4	62	435	587	0	174
339	5	62	4	120	4	126
339	6	62	311	413	15	236
339	7	56	0	129	242	458
340	1	73	434	638	331	469
340	2	73	277	440	375	468
340	3	63	136	288	118	266
340	4	62	439	585	0	180
340	5	62	312	411	13	242
340	6	62	3	122	4	125
340	7	56	0	127	241	458
341	1	73	266	437	373	470
341	2	66	281	392	165	245
341	3	63	137	286	117	266
341	4	62	439	585	0	180
341	5	62	3	127	4	124
341	6	62	315	409	13	245
342	1	73	428	632	344	468
342	2	73	261	437	375	475
342	3	66	281	391	164	248
342	4	63	140	285	117	269
342	5	62	4	128	3	125
342	6	62	443	586	0	183
342	7	62	321	402	15	239
342	8	56	0	126	240	455
343	1	73	427	631	360	476
343	2	73	257	424	378	471
343	3	63	147	290	120	280
343	4	62	449	594	0	183
343	5	62	4	144	6	138
343	6	62	321	406	17	240
343	7	56	0	125	255	457
344	1	73	434	627	360	479
344	2	63	163	301	128	279
344	3	62	4	158	14	144
344	4	62	452	602	0	184
344	5	56	3	147	257	446
345	1	73	437	619	381	479
345	2	63	167	316	131	284
345	3	62	13	163	21	144
345	4	62	458	610	3	185
345	5	56	7	151	260	448
346	1	63	176	319	157	289
346	2	62	16	171	29	151
346	3	62	466	609	16	195
346	4	56	7	154	277	470
347	1	63	170	314	165	306
347	2	62	28	188	43	168
347	3	62	466	600	29	226
347	4	56	6	151	291	467
348	1	66	103	195	172	218
348	2	63	178	317	177	311
348	3	62	37	189	53	171
348	4	62	470	602	32	240
348	5	56	5	128	293	469
349	1	63	177	319	193	325
349	2	62	51	198	72	178
349	3	62	473	600	51	266
349	4	56	6	145	303	468
350	1	63	180	320	203	335
350	2	63	117	208	197	244
350	3	62	67	205	91	189
350	4	62	485	613	81	283
350	5	56	5	145	314	468
351	1	63	189	319	211	354
351	2	62	76	215	106	192
351	3	62	491	612	102	294
351	4	56	12	146	324	471
352	1	66	138	226	221	255
352	2	63	194	326	227	362
352	3	62	88	225	119	206
352	4	62	492	618	104	312
352	5	56	13	146	335	470
353	1	63	196	334	227	371
353	2	63	112	236	130	217
353	3	62	493	626	122	329
353	4	62	105	233	127	215
353	5	56	14	154	334	472
354	1	63	204	345	244	373
354	2	62	503	636	126	338
354	3	62	118	248	139	223
354	4	56	15	164	341	469
355	1	63	210	358	257	374
355	2	63	137	261	149	237
355	3	63	173	250	243	277
355	4	62	134	253	147	226
355	5	56	30	176	341	469
356	1	63	210	369	251	370
356	2	62	143	265	145	226
356	3	62	517	635	134	367
356	4	56	43	180	343	469
357	1	63	220	363	240	368
357	2	62	158	273	139	219
357	3	56	56	170	329	479
358	1	66	188	276	227	254
358	2	63	227	369	235	348
358	3	62	160	278	130	212
358	4	56	55	168	313	478
359	1	63	221	355	225	342
359	2	63	185	275	218	246
359	3	62	517	633	114	332
359	4	62	161	275	122	197
359	5	56	49	166	306	477
360	1	66	199	271	212	240
360	2	63	224	355	216	330
360	3	62	164	274	118	192
360	4	62	517	634	113	326
360	5	56	53	164	292	453
360	6	39	437	466	187	311
361	1	62	518	632	97	303
361	2	56	59	172	274	423
362	1	66	211	291	174	200
362	2	63	245	359	164	297
362	3	63	182	297	77	160
362	4	62	183	294	72	155
362	5	56	71	183	247	395
